Series_reference,Period,Type,Data_value,Lower_CI,Upper_CI,Units,Indicator,Cause,Validation,Population,Age,Severity
W_F22A,2013,Single year,110.1461823,107.2539892,113.0383754,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,All ages,Serious
W_F22A,2014,Single year,112.3337466,109.4550709,115.2124223,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,All ages,Serious
W_F22A,2015,Single year,111.6250421,108.7946828,114.4554014,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,All ages,Serious
W_F22A,2016,Single year,115.8977004,113.0545932,118.7408076,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,All ages,Serious
W_M21,2000,Single year,2142,2051.289445,2232.710555,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M21,2001,Single year,2058,1969.085871,2146.914129,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M21,2002,Single year,1894,1808.702151,1979.297849,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M21,2003,Single year,2089,1999.41871,2178.58129,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M21,2004,Single year,1917,1831.185802,2002.814198,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M21,2005,Single year,2052,1963.215579,2140.784421,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M21,2006,Single year,2039,1950.497263,2127.502737,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M21,2007,Single year,2088,1998.440154,2177.559846,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M21,2008,Single year,1949,1862.472529,2035.527471,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M21,2009,Single year,1924,1838.029268,2009.970732,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M21,2010,Single year,1893,1807.724672,1978.275328,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M21,2011,Single year,1752,1669.961985,1834.038015,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M21,2012,Single year,1739,1657.266917,1820.733083,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M21,2013,Single year,1765,1682.658183,1847.341817,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M21,2014,Single year,1789,1706.100242,1871.899758,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M21,2015,Single year,1995,1907.45738,2082.54262,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M21,2016,Single year,2176,2084.572354,2267.427646,Injuries,Number,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M22,2000,Single year,55.766523,53.40138015,58.13166585,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M22,2001,Single year,53.22276416,50.92186671,55.52366161,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M22,2002,Single year,48.10242221,45.93570352,50.2691409,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M22,2003,Single year,51.86582913,49.64169899,54.08995928,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M22,2004,Single year,46.78551904,44.69098363,48.88005445,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M22,2005,Single year,49.43679987,47.29704879,51.57655095,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M22,2006,Single year,48.43477821,46.33052376,50.53903265,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M22,2007,Single year,49.16698067,47.0545654,51.27939593,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M22,2008,Single year,45.51785569,43.49177515,47.54393623,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M22,2009,Single year,44.41963199,42.42757126,46.41169271,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M22,2010,Single year,42.90902789,40.96716302,44.85089276,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M22,2011,Single year,39.39022241,37.53552892,41.2449159,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M22,2012,Single year,38.74758926,36.91350814,40.58167039,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M22,2013,Single year,38.78898863,36.96325355,40.6147237,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M22,2014,Single year,38.70880477,36.89680507,40.52080447,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M22,2015,Single year,42.39862619,40.51686543,44.28038695,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_M22,2016,Single year,45.24481375,43.31780404,47.17182347,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Whole pop,All ages,Serious
W_F21B,2000,Single year,1293,1222.523009,1363.476991,Injuries,Number,Falls,Validated,Whole pop,0-74 years,Serious
W_F21B,2001,Single year,1314,1242.952995,1385.047005,Injuries,Number,Falls,Validated,Whole pop,0-74 years,Serious
W_F21B,2002,Single year,1301,1230.305319,1371.694681,Injuries,Number,Falls,Validated,Whole pop,0-74 years,Serious
W_F21B,2003,Single year,1361,1288.693531,1433.306469,Injuries,Number,Falls,Validated,Whole pop,0-74 years,Serious
W_F21B,2004,Single year,1339,1267.280314,1410.719686,Injuries,Number,Falls,Validated,Whole pop,0-74 years,Serious
W_F21B,2005,Single year,1336,1264.360702,1407.639298,Injuries,Number,Falls,Validated,Whole pop,0-74 years,Serious
W_F21B,2006,Single year,1326,1254.629317,1397.370683,Injuries,Number,Falls,Validated,Whole pop,0-74 years,Serious
W_F21B,2007,Single year,1343,1271.17327,1414.82673,Injuries,Number,Falls,Validated,Whole pop,0-74 years,Serious
W_F21B,2008,Single year,1431,1356.857384,1505.142616,Injuries,Number,Falls,Validated,Whole pop,0-74 years,Serious
W_F21B,2009,Single year,1504,1427.989777,1580.010223,Injuries,Number,Falls,Validated,Whole pop,0-74 years,Serious
W_F21B,2010,Single year,1668,1587.952806,1748.047194,Injuries,Number,Falls,Validated,Whole pop,0-74 years,Serious
W_F21B,2011,Single year,1674,1593.808965,1754.191035,Injuries,Number,Falls,Validated,Whole pop,0-74 years,Serious
W_F21B,2012,Single year,1791,1708.053917,1873.946083,Injuries,Number,Falls,Validated,Whole pop,0-74 years,Serious
W_F21B,2013,Single year,1905,1819.454813,1990.545187,Injuries,Number,Falls,Validated,Whole pop,0-74 years,Serious
W_F21B,2014,Single year,1890,1804.79227,1975.20773,Injuries,Number,Falls,Validated,Whole pop,0-74 years,Serious
W_F21B,2015,Single year,1946,1859.539148,2032.460852,Injuries,Number,Falls,Validated,Whole pop,0-74 years,Serious
W_F21B,2016,Single year,2144,2053.247106,2234.752894,Injuries,Number,Falls,Validated,Whole pop,0-74 years,Serious
W_F22B,2000,Single year,35.37332052,33.44253951,37.30410153,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,0-74 years,Serious
W_F22B,2001,Single year,35.63743059,33.70908179,37.56577939,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,0-74 years,Serious
W_F22B,2002,Single year,34.7162301,32.82944469,36.60301551,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,0-74 years,Serious
W_F22B,2003,Single year,35.73557252,33.83703243,37.63411261,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,0-74 years,Serious
W_F22B,2004,Single year,34.59761583,32.74422184,36.45100982,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,0-74 years,Serious
W_F22B,2005,Single year,33.98555479,32.16209328,35.80901629,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,0-74 years,Serious
W_F22B,2006,Single year,33.11349154,31.32869119,34.89829188,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,0-74 years,Serious
W_F22B,2007,Single year,32.86978337,31.10790358,34.63166317,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,0-74 years,Serious
W_F22B,2008,Single year,34.4959898,32.70340954,36.28857006,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,0-74 years,Serious
W_F22B,2009,Single year,35.20989485,33.42302604,36.99676366,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,0-74 years,Serious
W_F22B,2010,Single year,38.35068593,36.50060805,40.20076381,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,0-74 years,Serious
W_F22B,2011,Single year,37.38926395,35.58671419,39.19181372,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,0-74 years,Serious
W_F22B,2012,Single year,39.44070378,37.59802194,41.28338563,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,0-74 years,Serious
W_F22B,2013,Single year,41.24571458,39.37153102,43.11989813,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,0-74 years,Serious
W_F22B,2014,Single year,39.62700176,37.81651571,41.43748781,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,0-74 years,Serious
W_F22B,2015,Single year,39.88324046,38.08481202,41.68166891,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,0-74 years,Serious
W_F22B,2016,Single year,42.6351826,40.80012674,44.47023845,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,0-74 years,Serious
W_F21C,2000,Single year,2821,2716.900263,2925.099737,Injuries,Number,Falls,Validated,Whole pop,75+ years,Serious
W_F21C,2001,Single year,2884,2778.744277,2989.255723,Injuries,Number,Falls,Validated,Whole pop,75+ years,Serious
W_F21C,2002,Single year,2915,2809.180094,3020.819906,Injuries,Number,Falls,Validated,Whole pop,75+ years,Serious
W_F21C,2003,Single year,3005,2897.558929,3112.441071,Injuries,Number,Falls,Validated,Whole pop,75+ years,Serious
W_F21C,2004,Single year,2909,2803.289056,3014.710944,Injuries,Number,Falls,Validated,Whole pop,75+ years,Serious
W_F21C,2005,Single year,2918,2812.125655,3023.874345,Injuries,Number,Falls,Validated,Whole pop,75+ years,Serious
W_F21C,2006,Single year,3022,2914.255448,3129.744552,Injuries,Number,Falls,Validated,Whole pop,75+ years,Serious
W_F21C,2007,Single year,2976,2869.07862,3082.92138,Injuries,Number,Falls,Validated,Whole pop,75+ years,Serious
W_F21C,2008,Single year,3115,3005.610127,3224.389873,Injuries,Number,Falls,Validated,Whole pop,75+ years,Serious
W_F21C,2009,Single year,3334,3220.830111,3447.169889,Injuries,Number,Falls,Validated,Whole pop,75+ years,Serious
W_F21C,2010,Single year,3534,3417.485128,3650.514872,Injuries,Number,Falls,Validated,Whole pop,75+ years,Serious
W_F21C,2011,Single year,3595,3477.483854,3712.516146,Injuries,Number,Falls,Validated,Whole pop,75+ years,Serious
W_F21C,2012,Single year,3679,3560.118853,3797.881147,Injuries,Number,Falls,Validated,Whole pop,75+ years,Serious
W_F21C,2013,Single year,3766,3645.721432,3886.278568,Injuries,Number,Falls,Validated,Whole pop,75+ years,Serious
W_F21C,2014,Single year,4073,3947.914982,4198.085018,Injuries,Number,Falls,Validated,Whole pop,75+ years,Serious
W_F21C,2015,Single year,4154,4027.677318,4280.322682,Injuries,Number,Falls,Validated,Whole pop,75+ years,Serious
W_F21C,2016,Single year,4387,4257.182898,4516.817102,Injuries,Number,Falls,Validated,Whole pop,75+ years,Serious
W_F22C,2000,Single year,1406.682782,1354.75519,1458.610374,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,75+ years,Serious
W_F22C,2001,Single year,1387.002028,1336.373664,1437.630392,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,75+ years,Serious
W_F22C,2002,Single year,1363.087974,1313.60307,1412.572877,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,75+ years,Serious
W_F22C,2003,Single year,1371.081809,1322.060012,1420.103605,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,75+ years,Serious
W_F22C,2004,Single year,1296.362019,1249.250001,1343.474036,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,75+ years,Serious
W_F22C,2005,Single year,1258.407538,1212.742844,1304.072232,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,75+ years,Serious
W_F22C,2006,Single year,1257.689743,1212.832747,1302.546739,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,75+ years,Serious
W_F22C,2007,Single year,1201.204019,1158.010726,1244.397312,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,75+ years,Serious
W_F22C,2008,Single year,1224.315861,1181.25322,1267.378503,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,75+ years,Serious
W_F22C,2009,Single year,1279.755995,1236.199167,1323.312823,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,75+ years,Serious
W_F22C,2010,Single year,1313.33399,1269.8662,1356.80178,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,75+ years,Serious
W_F22C,2011,Single year,1307.92857,1264.952803,1350.904338,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,75+ years,Serious
W_F22C,2012,Single year,1307.928521,1265.428463,1350.428578,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,75+ years,Serious
W_F22C,2013,Single year,1307.433668,1265.430557,1349.436779,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,75+ years,Serious
W_F22C,2014,Single year,1375.763134,1333.233276,1418.292993,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,75+ years,Serious
W_F22C,2015,Single year,1358.286555,1316.708038,1399.865071,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,75+ years,Serious
W_F22C,2016,Single year,1388.984787,1347.596243,1430.373332,"Per 100,000 people",Age-standardised rate,Falls,Validated,Whole pop,75+ years,Serious
W_W01,2002,Single year,357,319.967571,394.032429,Injuries,Number,Work,Validated,Whole pop,All ages,Serious non-fatal
W_W01,2003,Single year,403,363.6539976,442.3460024,Injuries,Number,Work,Validated,Whole pop,All ages,Serious non-fatal
W_W01,2004,Single year,368,330.4013718,405.5986282,Injuries,Number,Work,Validated,Whole pop,All ages,Serious non-fatal
W_W01,2005,Single year,362,324.709142,399.290858,Injuries,Number,Work,Validated,Whole pop,All ages,Serious non-fatal
W_W01,2006,Single year,392,353.1946929,430.8053071,Injuries,Number,Work,Validated,Whole pop,All ages,Serious non-fatal
W_W01,2007,Single year,407,367.4592142,446.5407858,Injuries,Number,Work,Validated,Whole pop,All ages,Serious non-fatal
W_W01,2008,Single year,397,357.9479943,436.0520057,Injuries,Number,Work,Validated,Whole pop,All ages,Serious non-fatal
W_W01,2009,Single year,372,334.1975837,409.8024163,Injuries,Number,Work,Validated,Whole pop,All ages,Serious non-fatal
W_W01,2010,Single year,387,348.44297,425.55703,Injuries,Number,Work,Validated,Whole pop,All ages,Serious non-fatal
W_W01,2011,Single year,408,368.4106681,447.5893319,Injuries,Number,Work,Validated,Whole pop,All ages,Serious non-fatal
W_W01,2012,Single year,414,374.1206325,453.8793675,Injuries,Number,Work,Validated,Whole pop,All ages,Serious non-fatal
W_W01,2013,Single year,422,381.7371682,462.2628318,Injuries,Number,Work,Validated,Whole pop,All ages,Serious non-fatal
W_W01,2014,Single year,398,358.8988413,437.1011587,Injuries,Number,Work,Validated,Whole pop,All ages,Serious non-fatal
W_W01,2015,Single year,362,324.709142,399.290858,Injuries,Number,Work,Validated,Whole pop,All ages,Serious non-fatal
W_W01,2016,Single year,347,310.4899163,383.5100837,Injuries,Number,Work,Validated,Whole pop,All ages,Serious non-fatal
W_W01,2017,Single year,426,385.5467992,466.4532008,Injuries,Number,Work,Validated,Whole pop,All ages,Serious non-fatal
W_W01,2018,Single year,458,416.054939,499.945061,Injuries,Number,Work,Validated,Whole pop,All ages,Serious non-fatal
W_W02,2002,Single year,21.39045774,19.17036393,23.61055154,"Per 100,000 FTEs",Age-standardised rate,Work,Validated,Whole pop,All ages,Serious non-fatal
W_W02,2003,Single year,23.35013616,21.07039791,25.62987441,"Per 100,000 FTEs",Age-standardised rate,Work,Validated,Whole pop,All ages,Serious non-fatal
W_W02,2004,Single year,20.35200795,18.27116238,22.43285353,"Per 100,000 FTEs",Age-standardised rate,Work,Validated,Whole pop,All ages,Serious non-fatal
W_W02,2005,Single year,19.20637094,17.22418957,21.18855231,"Per 100,000 FTEs",Age-standardised rate,Work,Validated,Whole pop,All ages,Serious non-fatal
W_W02,2006,Single year,20.2399034,18.22831029,22.25149651,"Per 100,000 FTEs",Age-standardised rate,Work,Validated,Whole pop,All ages,Serious non-fatal
W_W02,2007,Single year,20.62522301,18.60753601,22.64291,"Per 100,000 FTEs",Age-standardised rate,Work,Validated,Whole pop,All ages,Serious non-fatal
W_W02,2008,Single year,19.89645794,17.91659408,21.87632179,"Per 100,000 FTEs",Age-standardised rate,Work,Validated,Whole pop,All ages,Serious non-fatal
W_W02,2009,Single year,18.66736114,16.73535698,20.59936529,"Per 100,000 FTEs",Age-standardised rate,Work,Validated,Whole pop,All ages,Serious non-fatal
W_W02,2010,Single year,18.57039043,16.66862794,20.47215292,"Per 100,000 FTEs",Age-standardised rate,Work,Validated,Whole pop,All ages,Serious non-fatal
W_W02,2011,Single year,19.9424772,17.94510262,21.93985177,"Per 100,000 FTEs",Age-standardised rate,Work,Validated,Whole pop,All ages,Serious non-fatal
W_W02,2012,Single year,20.09722929,18.08199176,22.11246681,"Per 100,000 FTEs",Age-standardised rate,Work,Validated,Whole pop,All ages,Serious non-fatal
W_W02,2013,Single year,19.11849083,17.20304194,21.03393973,"Per 100,000 FTEs",Age-standardised rate,Work,Validated,Whole pop,All ages,Serious non-fatal
W_W02,2014,Single year,17.71708705,15.8906994,19.5434747,"Per 100,000 FTEs",Age-standardised rate,Work,Validated,Whole pop,All ages,Serious non-fatal
W_W02,2015,Single year,15.56067888,13.88031103,17.24104672,"Per 100,000 FTEs",Age-standardised rate,Work,Validated,Whole pop,All ages,Serious non-fatal
W_W02,2016,Single year,14.28969112,12.706335,15.87304725,"Per 100,000 FTEs",Age-standardised rate,Work,Validated,Whole pop,All ages,Serious non-fatal
W_W02,2017,Single year,16.94088223,15.22527547,18.65648898,"Per 100,000 FTEs",Age-standardised rate,Work,Validated,Whole pop,All ages,Serious non-fatal
W_W02,2018,Single year,17.29994192,15.61198264,18.98790121,"Per 100,000 FTEs",Age-standardised rate,Work,Validated,Whole pop,All ages,Serious non-fatal
W_W21,2002,Single year,453,411.2845251,494.7154749,Injuries,Number,Work,Validated,Whole pop,All ages,Serious
W_W21,2003,Single year,495,451.3935542,538.6064458,Injuries,Number,Work,Validated,Whole pop,All ages,Serious
W_W21,2004,Single year,447,405.5617074,488.4382926,Injuries,Number,Work,Validated,Whole pop,All ages,Serious
W_W21,2005,Single year,437,396.0278448,477.9721552,Injuries,Number,Work,Validated,Whole pop,All ages,Serious
W_W21,2006,Single year,467,424.64482,509.35518,Injuries,Number,Work,Validated,Whole pop,All ages,Serious
W_W21,2007,Single year,464,421.7810837,506.2189163,Injuries,Number,Work,Validated,Whole pop,All ages,Serious
W_W21,2008,Single year,465,422.7356137,507.2643863,Injuries,Number,Work,Validated,Whole pop,All ages,Serious
W_W21,2009,Single year,443,401.7475303,484.2524697,Injuries,Number,Work,Validated,Whole pop,All ages,Serious
W_W21,2010,Single year,477,434.1937404,519.8062596,Injuries,Number,Work,Validated,Whole pop,All ages,Serious
W_W21,2011,Single year,527,482.0061249,571.9938751,Injuries,Number,Work,Validated,Whole pop,All ages,Serious
W_W21,2012,Single year,466,423.6901925,508.3098075,Injuries,Number,Work,Validated,Whole pop,All ages,Serious
W_W21,2013,Single year,475,432.2835753,517.7164247,Injuries,Number,Work,Validated,Whole pop,All ages,Serious
W_W21,2014,Single year,449,407.4691078,490.5308922,Injuries,Number,Work,Validated,Whole pop,All ages,Serious
W_W21,2015,Single year,409,369.3621815,448.6378185,Injuries,Number,Work,Validated,Whole pop,All ages,Serious
W_W21,2016,Single year,402,362.7028443,441.2971557,Injuries,Number,Work,Validated,Whole pop,All ages,Serious
W_W21,2017,Single year,491,447.5700992,534.4299008,Injuries,Number,Work,Validated,Whole pop,All ages,Serious
W_W21,2018,Single year,507,462.8681564,551.1318436,Injuries,Number,Work,Validated,Whole pop,All ages,Serious
W_W22,2002,Single year,27.2056375,24.69883263,29.71244236,"Per 100,000 FTEs",Age-standardised rate,Work,Validated,Whole pop,All ages,Serious
W_W22,2003,Single year,28.68068834,26.15409666,31.20728002,"Per 100,000 FTEs",Age-standardised rate,Work,Validated,Whole pop,All ages,Serious
W_W22,2004,Single year,24.6613872,22.37337318,26.94940121,"Per 100,000 FTEs",Age-standardised rate,Work,Validated,Whole pop,All ages,Serious
W_W22,2005,Single year,23.21029808,21.03025568,25.39034048,"Per 100,000 FTEs",Age-standardised rate,Work,Validated,Whole pop,All ages,Serious
W_W22,2006,Single year,24.09376258,21.8997788,26.28774635,"Per 100,000 FTEs",Age-standardised rate,Work,Validated,Whole pop,All ages,Serious
W_W22,2007,Single year,23.45624685,21.30637973,25.60611396,"Per 100,000 FTEs",Age-standardised rate,Work,Validated,Whole pop,All ages,Serious
W_W22,2008,Single year,23.23699883,21.09978103,25.37421663,"Per 100,000 FTEs",Age-standardised rate,Work,Validated,Whole pop,All ages,Serious
W_W22,2009,Single year,22.25691688,20.14739909,24.36643467,"Per 100,000 FTEs",Age-standardised rate,Work,Validated,Whole pop,All ages,Serious
W_W22,2010,Single year,23.11570156,20.98347728,25.24792584,"Per 100,000 FTEs",Age-standardised rate,Work,Validated,Whole pop,All ages,Serious
W_W22,2011,Single year,25.64597531,23.38531936,27.90663125,"Per 100,000 FTEs",Age-standardised rate,Work,Validated,Whole pop,All ages,Serious
W_W22,2012,Single year,22.64310029,20.50430763,24.78189295,"Per 100,000 FTEs",Age-standardised rate,Work,Validated,Whole pop,All ages,Serious
W_W22,2013,Single year,21.69020611,19.64043876,23.73997346,"Per 100,000 FTEs",Age-standardised rate,Work,Validated,Whole pop,All ages,Serious
W_W22,2014,Single year,19.84747198,17.92099768,21.77394627,"Per 100,000 FTEs",Age-standardised rate,Work,Validated,Whole pop,All ages,Serious
W_W22,2015,Single year,17.47470082,15.69466882,19.25473282,"Per 100,000 FTEs",Age-standardised rate,Work,Validated,Whole pop,All ages,Serious
W_W22,2016,Single year,16.37071935,14.67662896,18.06480973,"Per 100,000 FTEs",Age-standardised rate,Work,Validated,Whole pop,All ages,Serious
W_W22,2017,Single year,19.35451874,17.52455637,21.18448112,"Per 100,000 FTEs",Age-standardised rate,Work,Validated,Whole pop,All ages,Serious
W_W22,2018,Single year,19.18658986,17.40723944,20.96594027,"Per 100,000 FTEs",Age-standardised rate,Work,Validated,Whole pop,All ages,Serious
M_I11,2000,Single year,299,265.1090545,332.8909455,Injuries,Number,All,Validated,Maori,All ages,Fatal
M_I11,2001,Single year,281,248.1450167,313.8549833,Injuries,Number,All,Validated,Maori,All ages,Fatal
M_I11,2002,Single year,316,281.1589181,350.8410819,Injuries,Number,All,Validated,Maori,All ages,Fatal
M_I11,2003,Single year,349,312.3848511,385.6151489,Injuries,Number,All,Validated,Maori,All ages,Fatal
M_I11,2004,Single year,353,316.17562,389.82438,Injuries,Number,All,Validated,Maori,All ages,Fatal
M_I11,2005,Single year,334,298.1803511,369.8196489,Injuries,Number,All,Validated,Maori,All ages,Fatal
M_I11,2006,Single year,361,323.7606843,398.2393157,Injuries,Number,All,Validated,Maori,All ages,Fatal
M_I11,2007,Single year,349,312.3848511,385.6151489,Injuries,Number,All,Validated,Maori,All ages,Fatal
M_I11,2008,Single year,324,288.7206483,359.2793517,Injuries,Number,All,Validated,Maori,All ages,Fatal
M_I11,2009,Single year,345,308.5952847,381.4047153,Injuries,Number,All,Validated,Maori,All ages,Fatal
M_I11,2010,Single year,361,323.7606843,398.2393157,Injuries,Number,All,Validated,Maori,All ages,Fatal
M_I11,2011,Single year,307,272.6586567,341.3413433,Injuries,Number,All,Validated,Maori,All ages,Fatal
M_I11,2012,Single year,334,298.1803511,369.8196489,Injuries,Number,All,Validated,Maori,All ages,Fatal
M_I11,2013,Single year,292,258.5081208,325.4918792,Injuries,Number,All,Validated,Maori,All ages,Fatal
M_I11,2014,Single year,302,267.9394574,336.0605426,Injuries,Number,All,Validated,Maori,All ages,Fatal
M_I11,2015,Single year,310,275.4912731,344.5087269,Injuries,Number,All,Validated,Maori,All ages,Fatal
M_I11,2016,Single year,355,318.071449,391.928551,Injuries,Number,All,Validated,Maori,All ages,Fatal
M_I12,2000,Single year,52.21988084,46.28270821,58.15705347,"Per 100,000 people",Age-standardised rate,All,Validated,Maori,All ages,Fatal
M_I12,2001,Single year,48.10462993,42.47010948,53.73915039,"Per 100,000 people",Age-standardised rate,All,Validated,Maori,All ages,Fatal
M_I12,2002,Single year,53.3046408,47.42515872,59.18412287,"Per 100,000 people",Age-standardised rate,All,Validated,Maori,All ages,Fatal
M_I12,2003,Single year,57.87728027,51.80511627,63.94944426,"Per 100,000 people",Age-standardised rate,All,Validated,Maori,All ages,Fatal
M_I12,2004,Single year,57.61779637,51.60592331,63.62966944,"Per 100,000 people",Age-standardised rate,All,Validated,Maori,All ages,Fatal
M_I12,2005,Single year,53.8042741,48.02970817,59.57884003,"Per 100,000 people",Age-standardised rate,All,Validated,Maori,All ages,Fatal
M_I12,2006,Single year,57.04645254,51.15101086,62.94189422,"Per 100,000 people",Age-standardised rate,All,Validated,Maori,All ages,Fatal
M_I12,2007,Single year,54.52337051,48.7855145,60.26122651,"Per 100,000 people",Age-standardised rate,All,Validated,Maori,All ages,Fatal
M_I12,2008,Single year,49.39563051,43.99370604,54.79755498,"Per 100,000 people",Age-standardised rate,All,Validated,Maori,All ages,Fatal
M_I12,2009,Single year,51.8455825,46.3390452,57.35211979,"Per 100,000 people",Age-standardised rate,All,Validated,Maori,All ages,Fatal
M_I12,2010,Single year,52.37983199,46.93048387,57.82918011,"Per 100,000 people",Age-standardised rate,All,Validated,Maori,All ages,Fatal
M_I12,2011,Single year,44.79882214,39.73526052,49.86238377,"Per 100,000 people",Age-standardised rate,All,Validated,Maori,All ages,Fatal
M_I12,2012,Single year,48.1824825,42.94689854,53.41806646,"Per 100,000 people",Age-standardised rate,All,Validated,Maori,All ages,Fatal
M_I12,2013,Single year,41.5674467,36.71961118,46.41528221,"Per 100,000 people",Age-standardised rate,All,Validated,Maori,All ages,Fatal
M_I12,2014,Single year,42.41466436,37.53655343,47.29277528,"Per 100,000 people",Age-standardised rate,All,Validated,Maori,All ages,Fatal
M_I12,2015,Single year,42.44407284,37.60623594,47.28190974,"Per 100,000 people",Age-standardised rate,All,Validated,Maori,All ages,Fatal
M_I12,2016,Single year,47.71541673,42.62527151,52.80556195,"Per 100,000 people",Age-standardised rate,All,Validated,Maori,All ages,Fatal
